Importador (prob.),A¤oMes,Pais Origen,Cond. Venta,Kg. Netos,Divisa,Flete Dolares,Seguro D¢lar,Estado dela mercaderia,Cantidad declarada,Precio Unitario en Divisa,Fob total en divisa,Precio Unitario en dolares,Fob total en dolares,Cif Total en dolares,Marca EDIT,Marca Modelo Edit,TIPO,Applicable carrier weight,Segmento
FINNING ARGENTINA SOCIEDAD ANONIMA,201908,EE.UU.,DAT,2992.52,D¢lar Estadounidense,271.92,32.7,nvo.s/uso imp,1,40559.34,40559.34,40559.34,40559.34,40863.96,CATERPILLAR,CATERPILLAR B35,Martillo hidraulico,30.0 - 40.0,04. Muy Grande
ROSARIO MAQUINAS VIALES S.R.L.,201908,Italia,CIF,400.56,Euro,1041.09,55.53,nvo.s/uso imp,1,6212.79,6212.79,6899.31,6899.31,7995.93,SOCOMEC,SOCOMEC DMS 400,Martillo hidraulico,6.0 - 8.5,01. Chicas
HEROVIAL SRL,201908,Corea Republicana,FOB,1627.05,D¢lar Estadounidense,113.76,118.77,nvo.s/uso imp,4,2400,9600,2400,9600,9832.53,GB,GB GBN30T,Martillo hidraulico,2.5 - 4.5,01. Chicas
HEROVIAL SRL,201908,Corea Republicana,FOB,2440.57,D¢lar Estadounidense,170.65,178.16,nvo.s/uso imp,6,3265,19590,3265,19590,19938.81,GB,GB GBN60T,Martillo hidraulico,3.5 - 7.0,01. Chicas
HEROVIAL SRL,201908,Corea Republicana,FOB,813.53,D¢lar Estadounidense,56.88,59.38,nvo.s/uso imp,2,3050,6100,3050,6100,6216.26,GB,GB GBN60T,Martillo hidraulico,3.5 - 7.0,01. Chicas
MULLER MARTIN ALEJANDRO,201909,Corea Republicana,FOB,1721.84,D¢lar Estadounidense,262.52,61.31,s/uso imp,1,12000,12000,12000,12000,12323.83,DAEMO,DAEMO B250,Martillo hidraulico,22.0 - 29.0,03. Grande
MULLER MARTIN ALEJANDRO,201909,Corea Republicana,FOB,1004.41,D¢lar Estadounidense,153.14,35.76,s/uso imp,1,7000,7000,7000,7000,7188.9,DAEMO,DAEMO B180,Martillo hidraulico,16.0 - 20.0,03. Grande
MULLER MARTIN ALEJANDRO,201909,Corea Republicana,FOB,860.92,D¢lar Estadounidense,131.26,30.66,s/uso imp,1,6000,6000,6000,6000,6161.92,DAEMO,DAEMO B140,Martillo hidraulico,10.0 - 15.0,02. Mediana
COWDIN S.A.,201909,Corea Republicana,CIF,3923.91,D¢lar Estadounidense,634.67,312.87,nvo.s/uso imp,2,15326.23,30652.46,15326.23,30652.46,31600,EVERDIGM,EVERDIGM EHB25,Martillo hidraulico,20.0 - 30.0,03. Grande
COWDIN S.A.,201909,Corea Republicana,CIF,5114.74,D¢lar Estadounidense,827.28,407.82,nvo.s/uso imp,3,13318.3,39954.9,13318.3,39954.9,41190,EVERDIGM,EVERDIGM EHB20,Martillo hidraulico,16.0 - 25.0,03. Grande
MAQUIGOD S.R.L.,201909,Italia,FOB,290.15,Euro,26.02,23.93,nvo.s/uso imp,1,3176.26,3176.26,3518.98,3518.98,3568.93,SOCOMEC,SOCOMEC DMS 300,Martillo hidraulico,4.5 - 6.0,01. Chicas
MAQUIGOD S.R.L.,201909,Italia,FOB,580.3,Euro,52.03,47.87,nvo.s/uso imp,2,1966.83,3933.66,2179.05,4358.1,4458,SOCOMEC,SOCOMEC DMS 165,Martillo hidraulico,1.9 - 3.0,01. Chicas
PATRICIO PALMERO S A I C Y A,201909,Japon,0,1817.44,D¢lar Estadounidense,589.05,152.15,nvo.s/uso imp,1,29841,29841,29841,29841,30582.2,NPK,NPK GH7,Martillo hidraulico,14.0 - 21.0,02. Mediana
TECH VIAL S.A.,201909,Italia,CIF,326.2,Euro,68.44,31.66,nvo.s/uso imp,1,2448,2448,2695.49,2695.49,2795.59,INDECO,INDECO HP 200,Martillo hidraulico,1.4 - 5.0,01. Chicas
TECH VIAL S.A.,201909,Italia,CIF,326.2,Euro,68.44,31.66,nvo.s/uso imp,1,8788,8788,9676.47,9676.47,9776.57,INDECO,INDECO HP 1500,Martillo hidraulico,10.0 - 20.0,02. Mediana
PATRICIO PALMERO S A I C Y A,201910,Japon,MUL,1824.2,D¢lar Estadounidense,589.05,304.3,nvo.s/uso imp,1,29841,29841,29841,29841,30734.35,NPK,NPK GH7,Martillo hidraulico,14.0 - 21.0,02. Mediana
GRUAS SAN BLAS S A,201910,Espa¤a,EXW,322.44,Euro,20.93,46.18,nvo.s/uso imp,1,4189.54,4189.54,4596.76,4596.76,4663.87,TABE,TABE MT 265,Martillo hidraulico,3.5 - 5.0,01. Chicas
GRUAS SAN BLAS S A,201910,Espa¤a,EXW,437.21,Euro,28.38,62.62,nvo.s/uso imp,1,5680.74,5680.74,6232.91,6232.91,6323.91,TABE,TABE MT 475,Martillo hidraulico,6.0 - 10.0,01. Chicas
GRUAS SAN BLAS S A,201910,Espa¤a,EXW,506.85,Euro,32.9,72.58,nvo.s/uso imp,2,3292.8,6585.6,3612.86,7225.72,7331.2,TABE,TABE MT 175,Martillo hidraulico,2.5 - 4.5,01. Chicas
GRUAS SAN BLAS S A,201910,Espa¤a,EXW,872.46,Euro,56.64,124.95,nvo.s/uso imp,1,11336.12,11336.12,12437.99,12437.99,12619.58,TABE,TABE MT 15,Martillo hidraulico,19.0 - 25.0,03. Grande
GRUAS SAN BLAS S A,201910,Espa¤a,0,322.44,Euro,20.97,46.27,nvo.s/uso imp,1,4189.54,4189.54,4605.14,4605.14,4672.38,TABE,TABE MT 265,Martillo hidraulico,3.5 - 5.0,01. Chicas
GRUAS SAN BLAS S A,201910,Espa¤a,0,437.21,Euro,28.43,62.73,nvo.s/uso imp,1,5680.74,5680.74,6244.27,6244.27,6335.43,TABE,TABE MT 475,Martillo hidraulico,6.0 - 10.0,01. Chicas
GRUAS SAN BLAS S A,201910,Espa¤a,0,506.85,Euro,32.96,72.71,nvo.s/uso imp,2,3292.8,6585.6,3619.445,7238.89,7344.56,TABE,TABE MT 175,Martillo hidraulico,2.5 - 4.5,01. Chicas
GRUAS SAN BLAS S A,201910,Espa¤a,0,872.46,Euro,56.74,125.18,nvo.s/uso imp,1,11336.12,11336.12,12460.66,12460.66,12642.58,TABE,TABE MT 15,Martillo hidraulico,19.0 - 25.0,03. Grande
EPIROC ARGENTINA S.A.,201910,Alemania,0,4539.25,D¢lar Estadounidense,663.21,473.88,nvo.s/uso imp,1,85496.9,85496.9,85496.9,85496.9,86633.99,Epiroc,Epiroc HB5800,Martillo hidraulico,58.0 - 100.0,04. Muy Grande
DEMOLICIONES MITRE S R L,201910,Suecia,CIF,145.58,D¢lar Estadounidense,30.42,68.46,nvo.s/uso imp,1,12000,12000,12000,12000,12098.88,BROKK,BROKK BHB 305,Martillo hidraulico,15.0 - 26.0,02. Mediana
EPIROC ARGENTINA S.A.,201910,Alemania,CPT,4539.25,D¢lar Estadounidense,664.89,473.88,nvo.s/uso imp,1,85496.9,85496.9,85496.9,85496.9,86635.67,Epiroc,Epiroc HB5800,Martillo hidraulico,58.0 - 100.0,04. Muy Grande
REPAS S A,201910,Corea Republicana,CIF,1656.06,D¢lar Estadounidense,375,165,nvo.s/uso imp,3,3098.37,9295.11,3098.37,9295.11,9835.11,SOOSAN,SOOSAN SB35 TS P,Martillo hidraulico,3.0 - 5.5,01. Chicas
REPAS S A,201910,Corea Republicana,CIF,1656.06,D¢lar Estadounidense,375,165,nvo.s/uso imp,3,3580.04,10740.12,3580.04,10740.12,11280.12,SOOSAN,SOOSAN SB40 TS P,Martillo hidraulico,4.0 - 7.0,01. Chicas
REPAS S A,201910,Corea Republicana,CIF,2208.08,D¢lar Estadounidense,500,220,nvo.s/uso imp,4,6816.19,27264.77,6816.19,27264.77,27984.77,SOOSAN,SOOSAN SB50 TS P,Martillo hidraulico,11.0 - 16.0,02. Mediana
GRUAS SAN BLAS S A,201910,Espa¤a,CIF,506.85,Euro,33.24,73.31,nvo.s/uso imp,2,3292.8,6585.6,3649.41,7298.82,7405.37,TABE,TABE MT 175,Martillo hidraulico,2.5 - 4.5,01. Chicas
GRUAS SAN BLAS S A,201910,Espa¤a,CIF,872.46,Euro,57.21,126.21,nvo.s/uso imp,1,11336.12,11336.12,12563.82,12563.82,12747.24,TABE,TABE MT 15,Martillo hidraulico,19.0 - 25.0,03. Grande
GRUAS SAN BLAS S A,201910,Espa¤a,CIF,322.44,Euro,21.14,46.65,nvo.s/uso imp,1,4189.54,4189.54,4643.27,4643.27,4711.06,TABE,TABE MT 265,Martillo hidraulico,3.5 - 5.0,01. Chicas
GRUAS SAN BLAS S A,201910,Espa¤a,CIF,437.21,Euro,28.67,63.25,nvo.s/uso imp,1,5680.74,5680.74,6295.97,6295.97,6387.89,TABE,TABE MT 475,Martillo hidraulico,6.0 - 10.0,01. Chicas
GRUAS SAN BLAS S A,201910,Espa¤a,EXW,418.28,Euro,21.26,46.89,nvo.s/uso imp,1,4189.54,4189.54,4667.15,4667.15,4735.3,TABE,TABE MT 265,Martillo hidraulico,3.5 - 5.0,01. Chicas
TECH VIAL S.A.,201910,Italia,CIF,244.9,Euro,48.61,22.26,nvo.s/uso imp,1,4216,4216,4689.03,4689.03,4759.9,INDECO,INDECO HP 600,Martillo hidraulico,3.5 - 10.5,01. Chicas
TECH VIAL S.A.,201910,Italia,CIF,244.9,Euro,48.61,22.26,nvo.s/uso imp,1,3684,3684,4097.34,4097.34,4168.21,INDECO,INDECO HP 500,Martillo hidraulico,3.0 - 8.0,01. Chicas
GRUAS SAN BLAS S A,201910,Italia,0,410.4,Euro,7,32.3,nvo.s/uso imp,1,9476.52,9476.52,10512.3,10512.3,10551.6,INDECO,INDECO HP 1200,Martillo hidraulico,6.5 - 16.0,02. Mediana
GRUAS SAN BLAS S A,201910,Italia,0,242.47,Euro,4.14,19.08,nvo.s/uso imp,1,5598.82,5598.82,6210.77,6210.77,6233.99,INDECO,INDECO HP 600,Martillo hidraulico,3.5 - 10.5,01. Chicas
GRUAS SAN BLAS S A,201910,Italia,0,212.63,Euro,3.63,16.74,nvo.s/uso imp,1,4909.85,4909.85,5446.5,5446.5,5466.87,INDECO,INDECO HP 500,Martillo hidraulico,3.0 - 8.0,01. Chicas
GRUAS SAN BLAS S A,201910,Italia,0,371.19,Euro,6.34,29.22,nvo.s/uso imp,2,4285.56,8571.12,4753.97,9507.94,9543.5,INDECO,INDECO HP 350 1,Martillo hidraulico,1.7 - 6.5,01. Chicas
GRUAS SAN BLAS S A,201910,Italia,0,445.88,Euro,7.61,35.1,nvo.s/uso imp,3,3431.9,10295.7,3807.007,11421.02,11463.73,INDECO,INDECO HP 200,Martillo hidraulico,1.4 - 5.0,01. Chicas
GRUAS SAN BLAS S A,201910,Italia,0,502,Euro,8.57,39.51,nvo.s/uso imp,1,11591.7,11591.7,12858.67,12858.67,12906.75,INDECO,INDECO HP 1500,Martillo hidraulico,10.0 - 20.0,02. Mediana
GRUAS SAN BLAS S A,201910,Italia,CIF,212.63,Euro,3.64,16.77,nvo.s/uso imp,1,4909.85,4909.85,5456.32,5456.32,5476.73,INDECO,INDECO HP 500,Martillo hidraulico,3.0 - 8.0,01. Chicas
GRUAS SAN BLAS S A,201910,Italia,CIF,371.19,Euro,6.35,29.27,nvo.s/uso imp,2,4285.56,8571.12,4762.545,9525.09,9560.71,INDECO,INDECO HP 350 1,Martillo hidraulico,1.7 - 6.5,01. Chicas
GRUAS SAN BLAS S A,201910,Italia,CIF,445.88,Euro,7.62,35.16,nvo.s/uso imp,3,3431.9,10295.7,3813.873,11441.62,11484.4,INDECO,INDECO HP 200,Martillo hidraulico,1.4 - 5.0,01. Chicas
GRUAS SAN BLAS S A,201910,Italia,CIF,502,Euro,8.58,39.58,nvo.s/uso imp,1,11591.7,11591.7,12881.87,12881.87,12930.03,INDECO,INDECO HP 1500,Martillo hidraulico,10.0 - 20.0,02. Mediana
GRUAS SAN BLAS S A,201910,Italia,CIF,410.4,Euro,7.02,32.36,nvo.s/uso imp,1,9476.52,9476.52,10531.26,10531.26,10570.64,INDECO,INDECO HP 1200,Martillo hidraulico,6.5 - 16.0,02. Mediana
GRUAS SAN BLAS S A,201910,Italia,CIF,242.47,Euro,4.15,19.11,nvo.s/uso imp,1,5598.82,5598.82,6221.97,6221.97,6245.23,INDECO,INDECO HP 600,Martillo hidraulico,3.5 - 10.5,01. Chicas
MINERA ARGENTINA GOLD S.R.L. EN FORMACION,201911,Alemania,CIF,4368.55,D¢lar Estadounidense,0.96,0.96,nvo.s/uso imp,1,116570,116570,116570,116570,116571.92,Epiroc,Epiroc HB5800S,Martillo hidraulico,58.0 - 100.0,04. Muy Grande
GRUAS SAN BLAS S A,201911,Italia,CIF,446.74,Euro,7.57,34.91,nvo.s/uso imp,3,3431.9,10295.7,3787.103,11361.31,11403.79,INDECO,INDECO HP 200,Martillo hidraulico,1.4 - 5.0,01. Chicas
GRUAS SAN BLAS S A,201911,Italia,CIF,502.97,Euro,8.52,39.31,nvo.s/uso imp,1,11591.7,11591.7,12791.44,12791.44,12839.27,INDECO,INDECO HP 1500,Martillo hidraulico,10.0 - 20.0,02. Mediana
GRUAS SAN BLAS S A,201911,Italia,CIF,411.19,Euro,6.97,32.13,nvo.s/uso imp,1,9476.52,9476.52,10457.34,10457.34,10496.44,INDECO,INDECO HP 1200,Martillo hidraulico,6.5 - 16.0,02. Mediana
GRUAS SAN BLAS S A,201911,Italia,CIF,242.94,Euro,4.12,18.98,nvo.s/uso imp,1,5598.82,5598.82,6178.3,6178.3,6201.4,INDECO,INDECO HP 600,Martillo hidraulico,3.5 - 10.5,01. Chicas
GRUAS SAN BLAS S A,201911,Italia,CIF,213.04,Euro,3.61,16.65,nvo.s/uso imp,1,4909.85,4909.85,5418.02,5418.02,5438.28,INDECO,INDECO HP 500,Martillo hidraulico,3.0 - 8.0,01. Chicas
GRUAS SAN BLAS S A,201911,Italia,CIF,371.91,Euro,6.3,29.07,nvo.s/uso imp,2,4285.56,8571.12,4729.115,9458.23,9493.6,INDECO,INDECO HP 350 1,Martillo hidraulico,1.7 - 6.5,01. Chicas
TRACK MAR SACI,201912,Italia,FOB,1307.74,D¢lar Estadounidense,53.94,52.88,nvo.s/uso imp,1,5200.85,5200.85,5200.85,5200.85,5307.67,ITR,ITR UEH400PSA,Martillo hidraulico,5.0 - 11.0,01. Chicas
YAMAYMAJE SA,201912,China,CIP,272.97,D¢lar Estadounidense,3094.11,10,nvo.s/uso imp,1,1200,1200,1200,1200,4304.11,LOONGSHEEN,LOONGSHEEN LXB500S,Martillo hidraulico,40.0 - 55.0,04. Muy Grande
